RMS,Peak,Kurtosis,Skewness,Crest_Factor,Shape_Factor,Energy_0.0_50.0Hz,Energy_50.0_100.0Hz,Energy_100.0_200.0Hz,Energy_200.0_400.0Hz,Energy_400.0_800.0Hz,Energy_800.0_1600.0Hz,Energy_1600.0_3200.0Hz,Energy_3200.0_6000.0Hz,Amp_BPFI,Amp_BPFO,Amp_BSF,Label,Load
0.4113685885667431,0.9399367725447412,0.5628540367826015,0.6436667892860516,0.657352416279655,1.5783448329798893,-0.333896139870163,-0.4396929885326654,-0.49714508922952666,-0.29438275029499994,0.3672164818098485,-0.04866011732356585,-0.09040801771462421,0.18792840715999365,1.536124364025119,-0.30601399512474853,-0.11756321098236497,2,0
0.2215580727673693,0.9020417818284706,1.5624848262100821,-1.550228260142958,1.1356340287751272,2.9977141865014287,-0.37018808801241193,-0.44363309503341614,-0.200069914668887,-0.1720547184060713,-0.20327457945289415,-0.28215413417822194,-0.31857414570182135,-0.21474452843043496,1.6668990033202282,-0.23143024203124435,-0.3350988400417622,2,0
-0.3237099417925081,-0.3975944192236811,-0.28035068987062806,0.17335843365915415,-0.11630774355665295,-0.1656070562101301,-0.3821222810352288,-0.449757299916877,-0.14684561187594428,-0.5270778354440914,-0.28278619942736977,-0.31094213741119564,-0.31796866674262064,-0.1481227570122593,2.1002866191794753,-0.47574328883032224,-0.5216244619167046,2,0
3.6314479322016457,2.7115938440847045,-0.5754933389020345,0.27985048654346006,-0.7841541361884751,-0.5034816106827393,0.5290106286400885,-0.3674708260469186,-0.35038840350364087,-0.3524026705809865,-0.2637074898766959,0.1058232548262628,3.6613270789804986,3.1528037376547866,-0.5036412515367641,-0.05822799453304287,-0.08573428937139846,3,1
-0.6932854989696123,-0.8772514684821265,-0.6121680171494052,-0.7960895926639352,-0.7423694190547251,-0.7223654389300852,0.38693340146632427,4.7364587078800255,4.472601161596297,-0.05670967886485562,-0.28321270804080756,-0.2930221044336351,-0.3306860497041159,-0.39337730847885666,-0.5036412515367641,1.8883567509408474,2.308890787464906,0,1
0.9258517879752691,0.52875690170268,-0.49575375725969356,0.47611690088538383,-0.7108855803487973,-0.394558086737608,-0.3655972100927865,-0.447941452049709,-0.13331440799120528,-0.7639790529739127,-0.2763205902800247,-0.18952751992005182,0.42194399025072643,-0.3189946083836891,2.127891003491122,-0.375628410739306,-0.47723052396077736,2,0
-0.5806179221073685,-0.7819738974362903,-0.5971435290161295,-0.14201382729366913,-0.746978496465149,-0.6190875232289555,-0.38256283875677194,-0.44968306268210406,-0.45897531232748207,-0.5476274580338928,-0.28710412747600694,-0.20674130045641304,-0.32843425078726374,-0.3489357982683258,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,3,3
-0.7122099984583858,-0.9040959852408678,-0.6367424255965396,-1.4043222646574927,-0.8916882675544022,-0.77749166889673,0.8568959453023505,1.8196300087450243,0.0031355324556467967,-0.057025178700896795,-0.28863948099474235,-0.2704733575292193,-0.33075444345291133,-0.3933972918135533,-0.5036412515367641,0.6542849955241016,0.8543139250219289,0,2
-0.6244171487855867,-0.8056210722898436,-0.5930655549567452,0.7719675113650736,-0.6294922401274746,-0.702697188982993,-0.38119894126410087,-0.4495827744401837,-0.6094317439850376,-0.2678915831324747,-0.28465459193312403,-0.3404571646378599,-0.32773506034793787,-0.3559257197363347,-0.5036412515367641,-0.46961887491319404,-0.46466232098555654,3,1
4.421083736089076,3.955688418622395,-0.5252603933157607,0.3696724359662535,-0.5583986380195712,-0.4634808043775175,2.419316732759822,-0.2724583876556699,-0.4997218289345811,-0.04427895690850957,-0.24818223365069728,0.23875705428392732,3.2794489598301,10.694044623279849,-0.5036412515367641,0.7543337521309144,0.08783243421197479,3,2
-0.4359625975446432,-0.4100993766674361,-0.12303768111410632,0.344306594254212,0.44908408588449383,0.04623325134861898,-0.37226402641828193,-0.4490198148869673,-0.544995553731783,-0.014855367083517685,-0.23096129324623266,-0.27132146219216713,-0.2811873494292412,-0.28577437954621904,1.2754243212515728,-0.46382068715930774,-0.4098079668446724,3,0
1.0767593463819456,0.8992653816527125,-0.4640384133098044,0.47505933831501856,-0.45984967251935094,-0.42089631586012827,-0.3524347107606968,-0.446101110908941,-0.5848301953348138,-0.057295808039999715,-0.2758869984971076,-0.09165723959793204,0.46626277078465844,-0.3434083227821765,-0.5036412515367641,-0.12218559262518236,-0.48431852818560855,2,1
-0.2187747444104343,-0.24187483203377055,-0.1193406320612877,0.3420910681804453,-0.008618993356098743,0.12775222476463488,-0.37620130472807,-0.4493723245871747,-0.24087739710618394,-0.5546625756256306,-0.2831160255867567,-0.27888001372928806,-0.32282788469491097,-0.06483678538094058,-0.5036412515367641,-0.3639551510067003,-0.4430476155108099,2,2
-0.6273410688522107,-0.8292196965810457,-0.6211023959000828,-0.046497758044315086,-0.8135887888797323,-0.708746339720149,-0.37918844034032706,-0.45019412174185147,-0.36163635640371583,-0.7091757949469337,-0.2847349975446345,-0.34291442678353096,-0.32958216890338027,-0.3417249109798311,-0.5036412515367641,-0.46779007103815207,-0.5688656905826498,2,2
-0.2908839022615513,-0.3410745078514744,-0.3404336602684142,0.41637350067342943,-0.05043680178466556,-0.2757549635878896,-0.3780257547373539,-0.4472683280495987,-0.3326395835617682,1.8378025402653655,0.4258996981963039,0.14488302017922058,-0.30462574641432094,-0.2993375354013971,-0.5036412515367641,-0.5314160609482064,-0.3708820963937943,2,2
-0.29571360136071023,-0.318558930070428,-0.17008769808483018,0.297706239658324,0.05147453173157434,-0.14435321165809956,-0.37794183921230184,-0.4487484533207354,-0.5641641867997853,-0.8896615164756991,-0.268480846457021,-0.27558917346944173,-0.3121390635071182,-0.2501188873476344,1.3594330522616076,-0.36338390838902423,-0.3650206891471021,3,0
1.1226152730156762,0.8470588479206065,-0.48107582205956395,0.5514070383849036,-0.5597336490795995,-0.46645219418234557,-0.3049044824267877,-0.4486877181200407,-0.32362837789927734,-0.2272609782954815,-0.26028791091716563,-0.04002374814166062,0.2560672094937706,-0.3475860419920247,-0.5036412515367641,-0.36501474967836633,-0.41200801935061554,2,2
-0.7080295084392187,-0.895173097442559,-0.6149423556388071,-1.4471020433169497,-0.8149901580418916,-0.7402653568631284,0.24552429123853925,1.330291231173185,2.287808349484604,0.003897855277449467,-0.2865381937533869,-0.28092150819838474,-0.3307550267159627,-0.39339373405151723,-0.5036412515367641,-0.36330977345985893,1.9756522703479393,0,1
-0.5053240782060973,-0.31157983857369476,1.0854657723728824,0.18670919136366107,1.5890107756081955,0.7560714799754884,-0.3797839589478764,-0.4490935997888656,-0.28577094638959405,-0.7099874446176813,-0.28468273892042095,-0.3146359237100757,-0.3204041559204977,-0.27998284348130514,-0.5036412515367641,-0.5617762548152213,-0.4532680719517297,1,2
-0.5965957561705089,-0.7994639202348551,-0.6024464054071413,0.4610755813624765,-0.7774170892773296,-0.6805337832298725,-0.3732086264563945,-0.4503140833865457,-0.597480972154438,-0.724623963522086,-0.28623634628308936,-0.22085418837908513,-0.32827277755249307,-0.3514346360200825,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,3,3
-0.32881686090733686,-0.291693622005306,-0.12481325547761211,-0.25877932438184176,0.31194636125002284,0.0441077783843523,-0.37421824726307334,-0.4498763140856944,-0.3335340451305211,-0.6005600872518718,-0.2811675357110536,-0.261264263236979,-0.30074985958718714,-0.1257989154898711,-0.5036412515367641,-0.5148475444571633,-0.5113088587754006,2,2
-0.2284597315583973,-0.13698477915139423,0.027318676126973387,-0.4291817438182364,0.3668538153458391,0.13531525064440975,-0.37590026474978183,-0.4494541448264609,-0.5696901156701581,-0.4695556634979008,-0.276096399025523,-0.2923343158882524,-0.29966880201546436,0.045000046820389085,-0.5036412515367641,-0.5217204077081682,-0.46619755662991247,2,1
-0.5748583178713578,-0.5311800873838198,0.3463016501909494,-0.3275648493915005,1.0134441405614285,-0.03005737835503834,-0.38157179999684043,-0.44922202103177983,-0.7070859799886143,-0.7311827819507148,-0.2841617953497791,-0.3189303225179592,-0.32458689732135326,-0.34213761346755817,-0.5036412515367641,-0.5264371566955889,-0.5261041671555747,1,2
0.9526866611761521,0.4608812147805649,-0.6041074097139383,0.6771683664733897,-0.8128706360868443,-0.6768234763504746,-0.26860261342420266,-0.44700374544896954,-0.447484920028606,-0.1527654038025061,5.9505906800146064,5.129596735382781,0.09461805811993171,-0.29559749347979847,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,1,3
-0.21123734180654777,-0.2787268187432993,-0.24346331268788277,0.6802193476762637,-0.15274361825683067,-0.2215359303100305,-0.36382962584478384,-0.44819437555688507,-0.3994960026069185,1.9148429257051294,0.42075984355069007,0.17881754238185357,-0.2951945751882813,-0.2908449489839044,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,2,3
-0.4081052593859048,0.16120222811226054,2.9553353385310372,0.904654755506246,2.842042605475365,0.7510630889383311,-0.3791008124030251,-0.4484167810590945,-0.7665059861979716,-0.5451976050845974,-0.2841045409482245,-0.1522034543168687,-0.3234590313219584,-0.33550330279677504,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,1,3
-0.519742444898468,-0.348906082052566,1.1208289185456626,2.2693376433283183,1.538307580017705,0.7193881062234416,-0.3770960428641944,-0.4499756866315421,-0.5567160605561107,-0.34358140860197917,-0.2792645448310309,-0.3475268533563428,-0.32265257784788803,-0.30092629779361973,-0.5036412515367641,-0.36964944744443384,-0.536842243226746,1,1
0.2573672961093228,0.5280234673057708,-0.08856087479298538,1.823679926541031,0.3404622198259939,0.13113139166423868,-0.36883758680580314,-0.44979381707141824,-0.5713422063720011,1.7106168456016706,0.0005217057615875175,-0.25434917638384913,-0.07553934995665615,-0.09178265951723795,1.271668071636723,-0.45911074682593284,-0.5430438220915683,1,0
-0.5958841274551828,-0.7834880334693695,-0.5707706955048951,0.2669223136424749,-0.6584567644268375,-0.603921378693773,-0.38244443796094,-0.450055135122429,-0.4454560061246321,-0.5817242917946837,-0.28582149078780156,-0.21394281842413343,-0.32940753977133025,-0.3597290364039529,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,3,3
-0.7148128320951675,-0.894991659813761,-0.5964936222793193,-0.9039493919489814,-0.7340849856061005,-0.6293690061165179,0.3098077027394486,0.9670932105559574,0.806272872789784,0.09971572481987576,-0.28872605345280866,-0.2825084952942742,-0.33069585541719004,-0.39336841741862394,-0.5036412515367641,2.1922282402554996,0.36801877511083425,0,1
-0.47313418387378836,-0.20629598005174193,1.3937194954860832,0.25580917695732674,1.804091689396154,0.8366057343255954,-0.3742519837173928,-0.4483308449423902,-0.682591683701103,-0.6770142387547059,-0.2845830162651912,-0.3389961205223458,-0.3134216237934993,-0.25383299251135516,-0.5036412515367641,-0.5299082870116529,-0.3917465948044472,1,1
-0.7262480927096109,-0.929147152128424,-0.6341964578813515,-0.7530230656793325,-1.109280427912406,-0.7101279523591639,1.3218553973740375,2.2671171778335206,1.1820301815155794,-0.433639458070775,-0.2917487144704492,-0.2952911425882817,-0.33070948464371436,-0.39338638537585996,-0.5036412515367641,1.4691499066214195,1.9033221476117794,0,1
-0.7095878853579407,-0.8889376344102413,-0.6030055351352248,-1.7922727856744791,-0.7124293193693033,-0.6603036590929154,0.5761950166048871,2.434029661466422,1.4758582465019994,0.8313712774189388,-0.2861320092928811,-0.27454649821252214,-0.3307099089123669,-0.39338253778693344,-0.5036412515367641,2.5858935296952805,0.8131068138700528,0,1
-0.24498546504364488,-0.37321843107202896,-0.20066367040425645,0.05367678095732691,-0.3376787929631135,0.18142677621414602,-0.35516732267954665,-0.4488403974062519,-0.3928703856482329,-0.5838823992883083,-0.2702071987339664,-0.2886678740561949,-0.311620876838672,-0.15101083795315037,-0.5036412515367641,-0.5661004143088054,-0.418916699374898,2,2
-0.7154778250637076,-0.9087513017464947,-0.6447743533556195,-1.7968143747629404,-0.9217735761932777,-0.7856957883358299,0.6335345975915087,1.4564787463848496,1.3359195470138934,0.52780428483171,-0.2900591998885776,-0.27122169633490617,-0.33071425880738836,-0.39339101958297684,-0.5036412515367641,1.9011508935670844,2.3352955104810285,0,2
-0.2734020343547862,-0.13070034883202747,-0.2658260582243604,0.9500674681450754,0.6065519093718903,-0.21568255731297697,-0.3703305533062432,-0.4473969323451744,-0.7336507448774148,1.696340965226574,0.3802431383803264,0.17109464605141786,-0.2978338034961271,-0.32836181159388445,-0.5036412515367641,-0.40206940475975006,-0.4109002518110485,2,1
0.11754784650113762,0.898007562566984,1.8852860728100194,-2.047011691233016,1.51141627525892,2.7401436133562016,-0.3793873551115654,-0.4482986597721736,-0.5692878380727798,-0.47889942841853655,-0.19721025687463645,-0.29324279609793913,-0.31877561928704895,-0.31808188365994394,-0.5036412515367641,-0.5122786822005416,-0.35692089082228307,2,2
-0.7081186449359852,-0.8927862600005395,-0.6282664758731785,-0.9727566202817225,-0.7817141422015261,-0.6961119540183773,2.799235441821656,0.9575771518583305,1.503295701836021,-0.07239402573197559,-0.29226461044888546,-0.2722677434174792,-0.33061197513056506,-0.3933752302125765,-0.5036412515367641,-0.04998889124798275,0.8908781188209052,0,1
4.053122321415572,4.304185963265874,-0.46369305474818895,0.4390027104674413,-0.2716111491421907,-0.3643360818273621,2.0555375744154563,-0.39120997214663944,-0.3167722899889915,-0.38597132649137444,-0.24171410319377143,0.25306564153232397,4.02849134288291,2.9164867836367563,-0.5036412515367641,-0.17064523470416632,0.6971347145556805,3,1
1.088612966744922,0.4958804190132578,-0.6027117323940994,1.0234449462002346,-0.891956411365547,-0.6684400724129812,-0.29241273842486715,-0.44516613832798274,-0.3245768636791357,0.252393031223339,4.4334586862920125,4.8662814272055135,0.295386120840131,-0.27069304518939596,-0.5036412515367641,-0.3702202109875642,-0.28499057676036815,1,1
3.883571372728271,3.58212749957974,-0.5071435988469125,0.3316615546867274,-0.501649766297665,-0.4216186546058002,3.676706671343515,-0.1937841643626078,0.3849385963892385,-0.31367778585966105,-0.26241038373086584,0.06462617239290422,3.913651964936762,4.381946855228921,-0.5036412515367641,0.8607767297189676,2.0812421572875106,3,1
-0.5191120461268114,-0.4804532735012715,0.48689656408259635,0.6595796539749513,0.7440828068995998,0.5031577254567853,-0.3742648596180541,-0.44794738783960636,-0.5700495398225867,-0.3602175616559321,-0.2842238536399571,-0.3380150504027016,-0.32132533071403524,-0.30846526451416817,-0.5036412515367641,-0.4595206689276109,-0.39226561637204993,1,1
-0.6490876035738613,-0.8554993668326643,-0.6387172812001253,0.6544783915028418,-0.8963884433829957,-0.6961368943262854,-0.38246702445218694,-0.44998573180628687,-0.6127955616003683,-0.4516196327840733,-0.2882592887741588,-0.3454545019615323,-0.3300608309529798,-0.35902482044567324,-0.5036412515367641,-0.5331002416450846,-0.5620883074343233,2,1
-0.7122552186102944,-0.9082271109148832,-0.6601768326294034,-0.7391377788070272,-0.9486787358217985,-0.8205046183054837,1.2778213822004612,1.9272918212038073,1.3486622269475015,-0.471874986709492,-0.2852390522896332,-0.30271725391646137,-0.33076965327892405,-0.39339363521951487,-0.5036412515367641,1.1831387796188715,3.4091628046825875,0,2
-0.5348796865437075,-0.7240735538232526,-0.5481121112934251,-0.0652654859399424,-0.6273565541396,-0.48242291162992573,-0.3758608311171894,-0.45020940940616944,-0.5135920612049201,3.306770328763028,-0.280632657591738,-0.30253015660562727,-0.32106231355617587,-0.3435686750056443,-0.5036412515367641,-0.4266847157442488,-0.5503346372968041,3,2
-0.5092939993766895,-0.328448345587492,1.2192696038533724,-0.2545480107815392,1.537157836399727,0.21542740747505304,-0.3797146816578911,-0.44948931280326065,-0.5264366899860745,-0.6284736694310008,-0.28631874881953073,-0.15812962792761717,-0.3217120332178117,-0.32541593289147025,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,1,3
-0.4338842913755758,-0.24710873255690438,1.2473400660962124,-0.007224214369992926,1.2136660201326102,1.1394379912619081,-0.3742652215412744,-0.44948641433019537,-0.5357646696965245,-0.22598041427074855,-0.2747802037709347,-0.32283269168593265,-0.30275463546118286,-0.2984094988528851,1.4151502069623016,-0.5230456781669004,-0.5768508180852715,1,0
0.6013158556867397,0.6413017827592655,-0.10126806594737131,0.35691519736653193,-0.16402268455394675,0.7091777978910416,-0.3663599324535887,-0.44891338184567775,-0.4012352900710972,-0.735542233614053,-0.2469557905585636,-0.29129632142380646,-0.1864604775693972,1.0443538131509043,1.6785554214782434,-0.2443821387902114,-0.377386941681693,2,0
-0.56486656466017,-0.6383811297760491,-0.2549270353306271,1.1985511678568743,0.15347565997531826,-0.193396271139171,-0.3764261931308289,-0.45022529089817154,-0.567713883408106,4.884546891026855,-0.2793555310345686,-0.31776772853139823,-0.32585582383946565,-0.37826678545562803,-0.5036412515367641,-0.47576630988270646,-0.5549923412185171,3,2
-0.7028343010703849,-0.9033744173999844,-0.659507580262027,-0.964540599903803,-0.9775279872797934,-0.7617918138037314,0.17768004310782332,1.299355757955295,1.6024014462943994,-0.48269135638766253,-0.28954297157845016,-0.2647045522616255,-0.3307790581834431,-0.3933795877628714,-0.5036412515367641,1.7655323900767446,2.402018052605303,0,2
-0.7117147621909167,-0.9103372135810165,-0.6515387979625873,-1.016965765462321,-0.9835444218909526,-0.7635002865461211,-0.025608497045515714,2.1846034188838424,0.2453513547467297,-0.06437633268646083,-0.28860323592179965,-0.27769155548929914,-0.33073969366430556,-0.3933902691342439,-0.5036412515367641,2.2038132980261773,4.740382677261739,0,2
-0.3783403915414818,-0.37497550487114106,-0.20379006899447522,0.2633887875530644,0.24707129337814146,-0.20080202032209732,-0.37834475278135044,-0.4487865034493399,-0.14576627068331974,-0.9085924667863359,-0.28475093701271437,-0.32682892367861077,-0.31561774854688324,-0.12762334777621126,2.3256485979611714,-0.5429628276996484,-0.39331823048100367,2,0
0.13841650589214244,0.4257836365963964,0.050456956571966256,1.8304640490106916,0.46774663678102074,0.2518731227670084,-0.379430356195908,-0.44967353755953804,-0.2141746431426667,0.24516283274835216,-0.17707268486351613,-0.29090574829818067,-0.12288484285682577,-0.2477947706182281,-0.5036412515367641,-0.5136581673983844,-0.4694831889133953,1,2
-0.06038879040577348,0.6942369097371464,1.9257810233568247,-1.7803602265807323,1.881407400472089,2.2699585304689904,-0.37418981548140656,-0.4458898805701547,-0.3962960526508154,-0.2649771685190859,-0.16099782287280925,-0.2692521747384456,-0.31133663345661744,-0.14736331913139167,-0.5036412515367641,-0.38820110276478287,-0.31685692372240026,2,1
0.28800808378169795,0.34919992643008674,-0.1339411641767498,1.1127570426849114,-0.05079926530106619,0.16360931219150796,-0.36910917414820743,-0.4498178610658906,0.077355355405989,-0.5975920319007441,-0.16958204322614354,-0.28559309281544687,-0.044576711481539875,-0.15597179316892446,-0.5036412515367641,-0.4824304382173513,-0.478607414582717,1,2
-0.251766462325141,-0.2576789019444387,-0.1435315490830879,-0.13152982878444744,0.07237077357955873,0.03068735312395042,-0.38230166133953447,-0.44992855291350636,-0.2458122524022151,-0.6645426905521656,-0.28503962708240715,-0.290111106135523,-0.31500709468335364,-0.04904742575329174,-0.5036412515367641,-0.4648295468307236,-0.5817909971112358,2,2
-0.6010171592864558,-0.7733857833442377,-0.5645828942581023,0.08746112678949713,-0.5426257016389486,-0.5780329529160783,-0.3777838070617575,-0.4500330980653907,-0.7060807997074408,-1.0241442411475457,-0.2781182175640219,-0.3258140307162802,-0.32542992166666296,-0.3518840060558423,0.7558620803688718,-0.5290802752388407,-0.5378873233390989,3,0
4.907864725737496,3.8422706410474294,-0.5973449063866288,0.25951779372924405,-0.75939754765236,-0.6354939155674266,5.06923172329527,-0.26117690673298916,-0.18483775049544018,0.13574840708150016,-0.2189491315805807,0.14122388912243594,6.393781049321739,7.797256670363778,-0.5036412515367641,0.6768360501910944,0.4605507927754626,3,2
-0.7155168702996086,-0.9110254330726815,-0.6198353590696446,-1.0329110798859518,-0.9537165340352405,-0.677249293372818,0.7018585418766292,2.3192680903787473,1.090562382612259,-0.4418470017158216,-0.29118733371930083,-0.27358909320156866,-0.3306880671579472,-0.39338858506980623,-0.5036412515367641,1.825089747052568,0.16153869226653828,0,2
-0.7183219854566417,-0.9130712129906615,-0.6401321144267493,-0.6294177024090595,-0.9529983510409571,-0.7478918796342985,1.019201780112026,1.7739853393080443,1.196461599602328,0.08498150566858043,-0.29076049249918395,-0.28620335657574475,-0.33074305550800026,-0.39339299436815145,-0.5036412515367641,1.6096270440687261,0.9229556103400686,0,1
3.7506546829235163,2.3404384974419354,-0.6175440016036848,0.3250258678838759,-0.9908607092990871,-0.6369444268029307,1.1115453104293163,-0.4102904906609966,-0.17788228004736148,-0.3672228079207423,-0.27588124049712703,-0.10279355754421401,3.647243976465039,1.2136678236508902,-0.5036412515367641,0.061011308598174455,1.0060724705454802,3,1
-0.4317077123557902,-0.19237432574411,0.8777466502870037,-0.10622569696137239,1.4550882001273862,0.44948795105353745,-0.3815156953339706,-0.44982168875232037,-0.7590792805454054,-0.37912027807724846,-0.27990206055098915,-0.15950391471505573,-0.3236899394970543,-0.33383512020301526,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,1,3
-0.6932854989696123,-0.8772514684821265,-0.6121680171494052,-0.7960895926639352,-0.7423694190547251,-0.7223654389300852,0.38693340146632427,4.7364587078800255,4.472601161596297,-0.05670967886485562,-0.28321270804080756,-0.2930221044336351,-0.3306860497041159,-0.39337730847885666,-0.5036412515367641,1.8883567509408474,2.308890787464906,0,2
-0.7152211482558612,-0.908890460451199,-0.5920344285282715,-0.08877893081751953,-0.9265305762502186,-0.570096198879516,1.7661493953531422,2.26652655506913,0.33368292099839286,-0.1943408539275417,-0.2893598524957753,-0.2848633570625344,-0.3307452493401387,-0.3933775018431202,-0.5036412515367641,-0.019574689700852178,-0.00510421865595427,0,1
-0.6577229830146767,-0.8369903645602891,-0.625657165980831,0.3436560972117043,-0.6412568049243471,-0.7084492927508047,-0.3823012507915051,-0.4498589172832292,-0.401716215476595,-0.5765055586835495,-0.27274937427979057,-0.32470156186638216,-0.3302646519381898,-0.3635325427065673,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,2,3
-0.5473183279725738,-0.6221444369957971,-0.2850312461130325,1.105422420343004,0.11132815002792529,-0.3403207646091068,-0.3802366139301092,-0.4486032850932607,-0.5713068277720432,3.176844744258841,-0.2677016706029193,-0.2506458146673764,-0.31757446136616174,-0.3541411066030666,-0.5036412515367641,-0.6192840878065127,-0.6103410369400712,3,3
